,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_as_ip,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_as_ip,b_saddr_lat,b_saddr_long,send_A
1053830,1654599250,1754333190,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,15290,Allstream Corp.,104.145.0.6,43.6513,-79.3756,False
1053834,405974021,1654599251,40788,Start Communications,24.50.172.5,43.6655,-79.4204,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1053835,1654599250,1676506245,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.237.116.133,44.6087,-79.4207,False
1053836,2734649389,1654599250,40788,Start Communications,162.255.112.45,43.623,-79.3936,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1053844,413970142,1654599251,33363,"BRIGHT HOUSE NETWORKS, LLC",24.172.174.222,39.9738,-86.1765,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1053853,1210478362,1654599250,7992,Cogeco Cable,72.38.111.26,42.2767,-83.0793,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1053855,1654599251,2734649389,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,162.255.112.45,43.623,-79.3936,False
1053888,1654599250,1210458902,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.35.22,42.9998,-82.3926,False
1053890,1217120453,1654599251,20453,Rogers Communications Canada Inc.,72.139.200.197,43.6404,-79.3995,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1053894,1654599251,1210478362,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.111.26,42.2767,-83.0793,False
1053900,2734649389,1654599251,40788,Start Communications,162.255.112.45,43.623,-79.3936,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1053926,2266474874,1654599250,5645,"TekSavvy Solutions, Inc.",135.23.169.122,42.9976,-81.2563,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1053995,1654599251,1676506245,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.237.116.133,44.6087,-79.4207,False
1054014,3233437542,1654599251,7992,Cogeco Cable,192.186.87.102,42.9578,-82.2777,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054059,1654599250,1761238213,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,15128,Comwave Telecom Inc.,104.250.92.197,43.0233,-81.1643,False
1054088,1676506245,1654599251,812,Rogers Communications Canada Inc.,99.237.116.133,44.6087,-79.4207,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054092,755174249,1654599251,40788,Start Communications,45.3.11.105,43.2001,-79.5663,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054105,2734649395,1654599250,40788,Start Communications,162.255.112.51,43.623,-79.3936,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054119,1654599250,1663736670,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7018,"AT&T Services, Inc.",99.42.155.94,37.751,-97.822,False
1054126,1654599251,1210458777,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.34.153,42.9888,-82.3592,False
1054140,1654599251,1676918269,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.243.189.253,43.0443,-81.2391,False
1054145,1654599251,1210486946,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.144.162,43.6319,-79.3716,False
1054161,1210486946,1654599251,7992,Cogeco Cable,72.38.144.162,43.6319,-79.3716,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054226,1654599250,1210505719,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.217.247,42.9578,-82.2777,False
1054241,1210458777,1654599250,7992,Cogeco Cable,72.38.34.153,42.9888,-82.3592,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054244,1654599250,2479012700,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,15128,Comwave Telecom Inc.,147.194.187.92,44.0168,-78.3995,False
1054249,755174545,1654599250,40788,Start Communications,45.3.12.145,43.6656,-79.383,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054317,1654599251,1677622403,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.254.124.131,43.0123,-81.2307,False
1054325,1082947564,1654599250,40788,Start Communications,64.140.119.236,43.6572,-79.3783,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054326,1676935419,1654599250,812,Rogers Communications Canada Inc.,99.244.0.251,43.0614,-80.9943,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054327,1654599250,1676935419,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.244.0.251,43.0614,-80.9943,False
1054355,1654599251,3638379143,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,216.221.66.135,43.3799,-79.7668,False
1054364,3638379143,1654599251,7992,Cogeco Cable,216.221.66.135,43.3799,-79.7668,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054371,1654599251,405974021,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,24.50.172.5,43.6655,-79.4204,False
1054376,1676624188,1654599251,812,Rogers Communications Canada Inc.,99.239.65.60,43.0443,-81.2391,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054389,846445455,1654599251,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054410,846444685,1654599251,7992,Cogeco Cable,50.115.184.141,42.4238,-82.1183,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054414,2734649919,1654599250,40788,Start Communications,162.255.114.63,43.623,-79.3936,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054436,1676506245,1654599250,812,Rogers Communications Canada Inc.,99.237.116.133,44.6087,-79.4207,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054482,1654599251,1176754522,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,22652,Fibrenoire Inc.,70.35.217.90,44.25,-80.55,False
1054486,1654599251,1249172405,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,15122,Point to Point Broadband Inc.,74.116.219.181,44.4548,-79.7352,False
1054494,405974021,1654599250,40788,Start Communications,24.50.172.5,43.6655,-79.4204,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054496,846444685,1654599250,7992,Cogeco Cable,50.115.184.141,42.4238,-82.1183,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054516,1654599250,1249171666,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,15122,Point to Point Broadband Inc.,74.116.216.210,44.4167,-80.0833,False
1054517,3346985660,1654599250,852,TELUS Communications Inc.,199.126.242.188,53.55,-113.5,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054520,1210458874,1654599250,7992,Cogeco Cable,72.38.34.250,42.9888,-82.3592,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054545,1654599251,1210505719,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.217.247,42.9578,-82.2777,False
1054556,1754333190,1654599251,15290,Allstream Corp.,104.145.0.6,43.6513,-79.3756,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054563,3233432126,1654599251,7992,Cogeco Cable,192.186.66.62,43.3799,-79.7668,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054567,3638379143,1654599250,7992,Cogeco Cable,216.221.66.135,43.3799,-79.7668,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054588,3225808180,1654599250,7992,Cogeco Cable,192.69.237.52,43.6319,-79.3716,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054589,1654599250,1210492887,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.167.215,42.9578,-82.2777,False
1054620,1654599251,3349638557,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,22652,Fibrenoire Inc.,199.167.109.157,43.6564,-79.386,False
1054654,1654599251,1249171666,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,15122,Point to Point Broadband Inc.,74.116.216.210,44.4167,-80.0833,False
1054659,1210478642,1654599250,7992,Cogeco Cable,72.38.112.50,43.3512,-79.784,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054689,1654599250,2734650036,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,162.255.114.180,43.623,-79.3936,False
1054691,3349638557,1654599250,22652,Fibrenoire Inc.,199.167.109.157,43.6564,-79.386,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054693,1654599250,3349638557,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,22652,Fibrenoire Inc.,199.167.109.157,43.6564,-79.386,False
1054699,1654599251,2392981712,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,142.162.0.208,47.5986,-52.6926,False
1054738,1654599250,3637557315,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,577,Bell Canada,216.208.184.67,43.6319,-79.3716,False
1054740,3638379600,1654599250,7992,Cogeco Cable,216.221.68.80,42.9888,-82.3592,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054748,412232415,1654599251,7992,Cogeco Cable,24.146.42.223,42.95,-82.1167,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054797,1654599251,2734649395,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,162.255.112.51,43.623,-79.3936,False
1054831,1654599251,1217120453,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.200.197,43.6404,-79.3995,False
1054856,1654599251,760129234,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,45.78.166.210,42.1783,-82.7715,False
1054859,1654599250,3225808180,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,192.69.237.52,43.6319,-79.3716,False
1054872,755174249,1654599250,40788,Start Communications,45.3.11.105,43.2001,-79.5663,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1054875,2734649395,1654599251,40788,Start Communications,162.255.112.51,43.623,-79.3936,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054925,1654599251,412232343,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,24.146.42.151,42.95,-82.1167,False
1054928,1217118925,1654599251,20453,Rogers Communications Canada Inc.,72.139.194.205,43.6404,-79.3995,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1054946,3233445238,1654599250,7992,Cogeco Cable,192.186.117.118,42.8833,-82.15,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055015,1654599251,2486945690,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,16696,iTel Networks Inc,148.59.199.154,44.25,-80.55,False
1055021,1654599250,1676917179,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.243.185.187,43.0443,-81.2391,False
1055039,412232343,1654599251,7992,Cogeco Cable,24.146.42.151,42.95,-82.1167,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055044,3637557315,1654599250,577,Bell Canada,216.208.184.67,43.6319,-79.3716,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055085,1654599250,412233259,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,24.146.46.43,44.9001,-76.2494,False
1055091,1654599250,3638379600,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,216.221.68.80,42.9888,-82.3592,False
1055099,1654599250,1082947564,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,64.140.119.236,43.6572,-79.3783,False
1055136,1654599250,3638379143,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,216.221.66.135,43.3799,-79.7668,False
1055187,1654599251,2479012700,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,15128,Comwave Telecom Inc.,147.194.187.92,44.0168,-78.3995,False
1055227,418079237,1654599251,812,Rogers Communications Canada Inc.,24.235.98.5,43.6319,-79.3716,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055267,1654599251,1210478642,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.112.50,43.3512,-79.784,False
1055289,1654599250,760135190,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,45.78.190.22,42.3333,-82.0,False
1055291,1217120689,1654599250,20453,Rogers Communications Canada Inc.,72.139.201.177,43.6404,-79.3995,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055336,1654599250,2392981712,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.162.0.208,47.5986,-52.6926,False
1055353,1654599250,1217118592,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.193.128,43.6404,-79.3995,False
1055371,1654599250,1217118925,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.194.205,43.6404,-79.3995,False
1055378,760135190,1654599250,7992,Cogeco Cable,45.78.190.22,42.3333,-82.0,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055384,1654599251,412232415,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,24.146.42.223,42.95,-82.1167,False
1055419,412233259,1654599251,7992,Cogeco Cable,24.146.46.43,44.9001,-76.2494,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055420,1654599251,3638379600,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,216.221.68.80,42.9888,-82.3592,False
1055443,1217118925,1654599250,20453,Rogers Communications Canada Inc.,72.139.194.205,43.6404,-79.3995,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055485,412233259,1654599250,7992,Cogeco Cable,24.146.46.43,44.9001,-76.2494,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055518,846445455,1654599250,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055537,1654599250,3518471202,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7794,Execulink Telecom Inc.,209.183.156.34,42.9856,-81.1821,False
1055598,1210458902,1654599250,7992,Cogeco Cable,72.38.35.22,42.9998,-82.3926,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055613,1654599251,3233437542,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,192.186.87.102,42.9578,-82.2777,False
1055614,3638379600,1654599251,7992,Cogeco Cable,216.221.68.80,42.9888,-82.3592,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055639,755174458,1654599250,40788,Start Communications,45.3.12.58,43.2055,-79.9004,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055653,1654599250,2734649919,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,162.255.114.63,43.623,-79.3936,False
1055659,1654599251,2917629161,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,22652,Fibrenoire Inc.,173.231.124.233,43.6784,-79.2941,False
1055703,1654599250,418079237,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,24.235.98.5,43.6319,-79.3716,False
1055729,1654599251,1754333190,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,15290,Allstream Corp.,104.145.0.6,43.6513,-79.3756,False
1055777,1168513348,1654599251,36493,FIBERNETICS CORPORATION,69.166.25.68,43.5637,-79.7202,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055790,1082947124,1654599251,40788,Start Communications,64.140.118.52,43.6572,-79.3783,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055792,1654599250,1082947488,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,64.140.119.160,43.8404,-79.0251,False
1055817,1654599251,3518471202,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7794,Execulink Telecom Inc.,209.183.156.34,42.9856,-81.1821,False
1055823,1210478642,1654599251,7992,Cogeco Cable,72.38.112.50,43.3512,-79.784,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055833,1082947488,1654599250,40788,Start Communications,64.140.119.160,43.8404,-79.0251,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055834,1654599250,1210506860,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.222.108,42.2007,-83.0276,False
1055841,760135190,1654599251,7992,Cogeco Cable,45.78.190.22,42.3333,-82.0,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1055842,405976237,1654599250,40788,Start Communications,24.50.180.173,43.2271,-79.871,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1055844,1654599251,755172978,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,45.3.6.114,43.4881,-79.7098,False
1055850,1654599250,1249172405,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,15122,Point to Point Broadband Inc.,74.116.219.181,44.4548,-79.7352,False
1055962,1279698855,1654599250,36522,BELL MOBILITY INC.,76.70.167.167,44.4548,-79.7352,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1056009,2486945690,1654599250,16696,iTel Networks Inc,148.59.199.154,44.25,-80.55,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1056021,1654599250,1176754522,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,22652,Fibrenoire Inc.,70.35.217.90,44.25,-80.55,False
1056081,1654599250,755174249,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,45.3.11.105,43.2001,-79.5663,False
1056111,1654599251,846445455,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,False
1056129,1654599251,1210475242,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.98.234,42.2949,-83.052,False
1056184,1654599250,2926783645,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,174.115.44.157,42.8909,-81.3236,False
1056188,1654599251,1676624188,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.239.65.60,43.0443,-81.2391,False
1056341,2926783645,1654599250,812,Rogers Communications Canada Inc.,174.115.44.157,42.8909,-81.3236,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1056357,1654599251,1082947488,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,64.140.119.160,43.8404,-79.0251,False
1056374,1654599251,412232355,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,24.146.42.163,42.95,-82.1167,False
1056377,1654599251,412233259,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,24.146.46.43,44.9001,-76.2494,False
1056389,1082947488,1654599251,40788,Start Communications,64.140.119.160,43.8404,-79.0251,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1056401,1177845440,1654599251,577,Bell Canada,70.52.126.192,43.8333,-79.5,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1056404,3225808180,1654599251,7992,Cogeco Cable,192.69.237.52,43.6319,-79.3716,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1056410,755175188,1654599250,40788,Start Communications,45.3.15.20,42.9915,-81.3402,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1056430,1654599250,1677535485,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.253.40.253,47.5334,-52.7595,False
1056453,1654599250,846445455,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,False
1056474,3638379050,1654599250,7992,Cogeco Cable,216.221.66.42,42.9888,-82.3592,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1056523,1654599251,1210508163,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.227.131,42.9888,-82.3592,False
1056547,1217118538,1654599251,20453,Rogers Communications Canada Inc.,72.139.193.74,43.6404,-79.3995,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1056569,1654599250,1745809577,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7018,"AT&T Services, Inc.",104.14.240.169,39.8686,-86.1003,False
1056646,1654599250,1167923831,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,577,Bell Canada,69.157.26.119,44.4001,-79.6663,False
1056783,3518471202,1654599251,7794,Execulink Telecom Inc.,209.183.156.34,42.9856,-81.1821,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1056818,1210458874,1654599251,7992,Cogeco Cable,72.38.34.250,42.9888,-82.3592,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1056983,1654599250,1217073606,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,72.139.17.198,43.75,-79.3978,False
1057041,1654599250,413970142,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",24.172.174.222,39.9738,-86.1765,False
1057172,1249172405,1654599251,15122,Point to Point Broadband Inc.,74.116.219.181,44.4548,-79.7352,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1057229,1654599250,2266474874,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,5645,"TekSavvy Solutions, Inc.",135.23.169.122,42.9976,-81.2563,False
1057242,1654599250,1676918269,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.243.189.253,43.0443,-81.2391,False
1057260,405976237,1654599251,40788,Start Communications,24.50.180.173,43.2271,-79.871,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1057375,1654599251,1676225112,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.233.42.88,44.4001,-79.6663,False
1057435,1210505628,1654599250,7992,Cogeco Cable,72.38.217.156,42.9578,-82.2777,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1057461,3638379657,1654599251,7992,Cogeco Cable,216.221.68.137,42.9578,-82.2777,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1057513,1210505628,1654599251,7992,Cogeco Cable,72.38.217.156,42.9578,-82.2777,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1057521,1217120017,1654599251,20453,Rogers Communications Canada Inc.,72.139.199.17,43.6404,-79.3995,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1057524,412232415,1654599250,7992,Cogeco Cable,24.146.42.223,42.95,-82.1167,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1057615,1210486946,1654599250,7992,Cogeco Cable,72.38.144.162,43.6319,-79.3716,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1057666,1249171666,1654599251,15122,Point to Point Broadband Inc.,74.116.216.210,44.4167,-80.0833,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1057671,1654599251,1177845440,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,577,Bell Canada,70.52.126.192,43.8333,-79.5,False
1057683,1761238328,1654599251,15128,Comwave Telecom Inc.,104.250.93.56,43.8432,-79.5644,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1057731,1654599251,755177938,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,45.3.25.210,43.6605,-79.4633,False
1057778,1654599250,1676626115,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.239.72.195,43.0123,-81.2307,False
1057804,1677622403,1654599250,812,Rogers Communications Canada Inc.,99.254.124.131,43.0123,-81.2307,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1057827,1210467562,1654599250,7992,Cogeco Cable,72.38.68.234,43.6319,-79.3716,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1057830,1654599251,2389713698,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,577,Bell Canada,142.112.35.34,43.6656,-79.383,False
1057899,1654599250,1675801513,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.226.179.169,43.1432,-80.7338,False
1057902,3233437606,1654599251,7992,Cogeco Cable,192.186.87.166,42.9578,-82.2777,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1057988,1654599251,2393019066,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,142.162.146.186,47.5124,-52.6729,False
1058032,1654599250,1082947124,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,64.140.118.52,43.6572,-79.3783,False
1058099,1654599251,1210492887,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.167.215,42.9578,-82.2777,False
1058106,1654599251,2914149279,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,5769,Videotron Telecom Ltee,173.178.99.159,45.504,-73.5747,False
1058109,1654599251,1210458874,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.34.250,42.9888,-82.3592,False
1058115,1210492887,1654599250,7992,Cogeco Cable,72.38.167.215,42.9578,-82.2777,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1058141,1654599250,1676624188,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.239.65.60,43.0443,-81.2391,False
1058187,1654599250,2486945690,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,16696,iTel Networks Inc,148.59.199.154,44.25,-80.55,False
1058191,1654599250,1217120689,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.201.177,43.6404,-79.3995,False
1058357,405972604,1654599250,40788,Start Communications,24.50.166.124,43.5588,-80.3004,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1058382,1654599250,1210486946,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.144.162,43.6319,-79.3716,False
1058397,760129234,1654599250,7992,Cogeco Cable,45.78.166.210,42.1783,-82.7715,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1058483,3233437606,1654599250,7992,Cogeco Cable,192.186.87.166,42.9578,-82.2777,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1058538,2266474874,1654599251,5645,"TekSavvy Solutions, Inc.",135.23.169.122,42.9976,-81.2563,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,True
1058542,1210505669,1654599250,7992,Cogeco Cable,72.38.217.197,42.9578,-82.2777,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1058669,3233432126,1654599250,7992,Cogeco Cable,192.186.66.62,43.3799,-79.7668,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,True
1058739,1654599251,2926783645,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,174.115.44.157,42.8909,-81.3236,False
1058754,1654599250,2393019066,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.162.146.186,47.5124,-52.6729,False
1058755,1654599250,2479013111,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,15128,Comwave Telecom Inc.,147.194.188.247,43.2164,-79.7423,False
